,Company Name,Job Title,Location,Salary Index,Summary
332,ReWork,Media & Communications Specialist,New+York%2C+NY,0.0,We bring pro bono data scientists together with organizations that are dedicated to solving the world’s most pressing challenges....
333,Research Foundation of The City University of New...,Research Analyst,New+York%2C+NY,0.0,Collect data through field research exercises; Conduct intensive data analysis to inform implementation of the National Network’s crime reduction strategies;...
334,Weill Cornell Medical College,Research Manager,New+York%2C+NY,0.0,DATA MANAGEMENT - Designs and manages the creation and implementation of data collection systems (CRFs) and procedures in accordance regulations and guidelines....
335,Delve,Project Manager and Research Analyst Intern,New+York%2C+NY,0.0,Some analytical ability and facility with numbers and data. Project Manager and Research Analyst Intern....
336,Creative Circle,Digital Research Analyst/ Social Media - full-time,New+York%2C+NY,0.0,"For this role, you need to have an understanding of media math, ability to generate and synthesize large data sets, and have hands-on experience with digital..."
337,OppenheimerFunds,Senior Research Analyst,New+York%2C+NY,0.0,"OppenheimerFunds is seeking a Credit Analyst on the High Grade team. The analyst will have specific industry coverage responsibilities, which may include"
338,New York City Health + Hospitals,CTSI Research Analyst,New+York%2C+NY,0.0,"Experience with data management, data analysis, and documentation. Familiarity with clinical warehouse databases, health utilization data, or health care data...."
339,Barnard College,Research Assistant (Balsam Lab,New+York%2C+NY,0.0,"The research assistant is responsible for day-to-day experimental procedures, including weighing and feeding rodents, running behavioral testing procedures,..."
340,NYU Langone Medical Center,PeopleSoft HCM Lead Analyst,New+York%2C+NY,0.0,Strong understanding of the tables and data structure used by PeopleSoft modules as well as experience in PeopleSoft Query and other user reporting tools....
341,"Research Foundation for Mental Hygiene, Inc.","Research Technician III, Grade 21, Job 735195",New+York%2C+NY,0.0,Manage and clean data as needed. Previous experience working with psychiatric or substance abuse data a plus....
342,New York Stem Cell Foundation,"Research Associate I, Stem Cell Biology",New+York%2C+NY,0.0,"Abilities to summarize methods and results, to interpret scientific data and to efficiently communicate with the other members are required...."
343,Ivory Systems,Clinical Statistician,New+York%2C+NY,0.0,"Work closely with different departments in the company (regulatory, clinical, marketing, data management, health economics, etc.)...."
344,Jet,"Data Scientist, Operations",New+York%2C+NY,0.0,"Extract and transform data from existing data stores, perform ad-hoc analyses, and report analysis results. Solid data management and statistical programming..."
345,NYU Langone Medical Center,Senior Revenue Cycle Management Analyst,New+York%2C+NY,0.0,"Maintains data integrity when manipulating data files for purposes of analysis. Presents data in a clear, organized manner...."
346,DEPT OF ENVIRONMENT PROTECTION,Quality Assurance Officer,New+York%2C+NY,0.0,"Technical writing skills, data review and auditing experience. These assessments will be made using technical audits, data reviews, document reviews and..."
347,Planet Interactive,Ad Sales Research Analyst,New+York%2C+NY,0.0,Manage custom projects to augment digital tracking metrics and syndicated data. Proficiency with digital syndicated reporting databases and software including...
348,Albert Einstein College of Medicine,Bioinformatics Analyst,New+York%2C+NY,0.0,"Including papillomavirus sequence, microbiome data, both 16S and other, and human genomic data. Utilize existing pipelines to process and analyze high..."
349,Delos,Behavioral Research Scientist,New+York%2C+NY,0.0,Working with large data sets. The Behavioral Research Scientist will conduct original research that supports Delos’ pursuit to better understand the...
350,Weill Cornell Medical College,Research Aide,New+York%2C+NY,0.0,She currently leads a $15.5 millions grant from the Patient-Centered Outcomes Research Institute to operate the New York City Clinical Data Research Network...
351,Barclays,Credit Strategy Research Analyst,New+York%2C+NY,0.0,The role requires someone who has a genuine interest in macroeconomic data and trends and their impact on credit markets....
352,DEPT OF HEALTH/MENTAL HYGIENE,"Project Manager, Bureau of Primary Care Information Project",New+York%2C+NY,0.0,"Utilize statistical tools to analyze data and manage data requests (Hub data, MasterBank, Salient data, Survey data and etc.)...."
353,NYU Langone Medical Center,Scientific Instrument Support Analyst,New+York%2C+NY,0.0,And data and information collection and storage issues for OCS end users. Maintain a list of widely used/recommended scientific software for basic and...
354,Shift Forex,Quantitative Analyst Intern,New+York%2C+NY,0.0,"Find patterns in trading data. Projects will range from looking at trade data, client risk profiles, and working with the developers in improve data..."
355,"Athenica Environmental Services, Inc.",Environmental Scientist Intern,New+York%2C+NY,0.0,"Assist in report writing, including preparation of detailed boring logs and data summary tables. Candidates are expected to be pursuing a degree in..."
356,Connections of New York,Data Scientist,New+York%2C+NY,0.0,N...
357,Sudler& Hennessey,Copywriter,New+York%2C+NY,0.0,Must be able to comprehend both the science and the scientific data necessary to write promotional copy for pharmaceutical clients....
358,Ipsos North America,Loyalty - Research Analyst (Entry-Level),New+York%2C+NY,0.0,"Find new spins on data visualization, attend and learn at the presentation stage. The ideal candidate is a business-minded individual who is interested in and..."
359,L'Oreal USA,Intern - Co-op position - Associate Scientist (Makeup/Skin),New+York%2C+NY,0.0,Analyzes sensory data and writes reports to clearly communicate findings to the formulation chemists. The position is in the Product Performance Evaluation...
360,Etech Hi Inc.,Statistician,Chicago%2C+IL,0.0,Create annual/quarterly reports to monitor data quality and provide descriptive reports on datasets. Provide statistical consulting for the development and...
361,NorthShore University HealthSystem,Data Scientist,Chicago%2C+IL,0.0,"The team includes clinicians, data scientists, programmers and experts in data visualization and geographical information systems...."
362,Cognizant,Data Scientist – People Analytics,Chicago%2C+IL,0.0,"In addition, the Data Scientist must be able to access data from disparate systems, link, cleanse and integrate data, and create data sets to answer specific..."
363,Mintel,Research Analyst,Chicago%2C+IL,0.0,"Research, data, financial services, analyst, Excel, reporting, PowerPoint. The successful candidate will be able to check, produce, and deliver reports using..."
364,Purohit Navigation,Market Research Analyst,Chicago%2C+IL,0.0,"Assist with data QC process on an ad hoc basis. We offer thoughtful research design, expertly executed data collection, and actionable research insights to..."
365,Kemper Corporation,Associate Data Scientist,Chicago%2C+IL,0.0,Document data sources and definitions and ensure data accuracy. In this role your expertise will assist the Kemper team at making data driven decisions:....
366,Erikson Institute,Research Analyst,Chicago%2C+IL,0.0,"Maintain well-organized data files; Download, enter, and clean data; Participate in developing data analysis plans;..."
367,North Park University,Enrollment Research & Data Analyst,Chicago%2C+IL,0.0,"Serve as EM&M Data Steward, providing direction on data collection, maintenance and assurance, creating data dictionary of all student related data points for..."
368,"Technomic, Inc.",Research Analyst (Products & Programs),Chicago%2C+IL,0.0,"1-2 years of data analysis, market research, or business experience. Create syndicated reports that illustrate key data points and provide clear, concise..."
369,Insperity,Researcher Statistician / R Developer-Remote,Chicago%2C+IL,0.0,We have developed a proprietary method for analyzing healthcare claims data that is used by multiple stakeholders in the industry....
370,Trunk Club,Data Scientist (Chicago),Chicago%2C+IL,0.0,What type of work will the Data Scientist perform? Director of Data Science. Data Science helps drive Trunk Club. Why is Data Science important at Trunk Club?...
371,"Technomic, Inc.",Research Analyst (Mixed Methods),Chicago%2C+IL,0.0,Provides editorial content and data analysis. Compiles data on client-specific projects using multiple databases and resources....
372,National Opinion Research Center (NORC),Senior Research Analyst - Health Care,Chicago%2C+IL,0.0,Developing instrumentation for quantitative or qualitative data collection. Planning and conducting a wide range of data collection activities....
373,Fresenius Kabi,STATISTICAL QUALITY ANALYST,Chicago%2C+IL,0.0,"The individual will prepare conclusions and predictions based on data summaries. Plans data collection, and analyzes and interprets numerical data from surveys,..."
374,General Dynamics - Information Technology,Principal Statistician,Chicago%2C+IL,0.0,Plans data collection; Adjusts and weighs raw data; And interprets a wide variety of survey data. And analyzes and interprets statistical data from surveys;...
375,University of Chicago,Beamline Scientist (Junior),Chicago%2C+IL,0.0,"Beamline Scientist (Junior):. Transcribing and coding data; Collects, records and analyzes data. The University of Chicago Center for Advanced Radiation Sources..."
376,Northwestern University,Statistical Analyst,Chicago%2C+IL,0.0,"Ensures data integrity. This includes database administration, data consolidation, data analysis and management reporting...."
377,University of Chicago,Data Scientist,Chicago%2C+IL,0.0,Experience working with text data strongly preferred. The University of Chicago Crime Lab New York team is seeking a Data Scientist to work on social science...
378,Mayer Brown LLP,Conflicts Research Analyst,Chicago%2C+IL,0.0,"Mayer Brown LLP is a leading global law firm with offices in 23 key business centers across the Americas, Asia and Europe. We are a collegial, collaborative"
379,CNO Financial Group,Marketing Statistician,Chicago%2C+IL,0.0,They will support the development of marketing strategies by providing analytical customer insights including developing and refining customer segmentations.Key...
380,Euromonitor International,Research Associate/Analyst - Chicago,Chicago%2C+IL,0.0,"Client-facing responsibilities, which may include assisting client use and understanding of published data and reports, responding directly to clients regarding..."
381,Robert Bosch LLC,Big Data Scientist/Analyst with Bosch in Mt. Prospect,Chicago%2C+IL,0.0,"Data Analytics using R. Proficient knowledge of computer architectures, network technologies, Databases and Data Analytics / Data Warehouse (e.g...."
382,The Nielsen Company,Research Analyst- Consumer Neuroscience,Chicago%2C+IL,0.0,Analyze and manipulate data in order to develop actionable insights from neurological studies. 0-3 years of work experience with data analysis and project...
383,Northwestern University,Statistical Analyst Senior,Chicago%2C+IL,0.0,"Critical thinking, business intelligence application design, data mining, data modeling, data warehouse design/develop, database design/ data structure,..."
384,Argonne National Laboratory,Assistant Computer Scientist,Chicago%2C+IL,0.0,Argonne National Laboratory is seeking an outstanding computer scientist with a strong record of accomplishment in parallel large-scale data analysis and...
385,National Opinion Research Center (NORC),Research Scientist,Chicago%2C+IL,0.0,Assisting with the design of experiments and other methodological research for data collection efforts;...
386,National Futures Association,Quantitative Analyst,Chicago%2C+IL,0.0,Objectives include implementing methods that facilitate the correct reporting of data by Market Regulation clients as well as different ways to utilize this...
387,University of Chicago,Research Support Assistant,Chicago%2C+IL,0.0,"Enter and organize participant data. Prepare and submit regular, organized reports detailing recruitment, scheduling, data collection, protocol deviations...."
388,"Technomic, Inc.",Research Analyst (Syndicated Consumer),Chicago%2C+IL,0.0,"Creates syndicated reports that illustrate key data points and provides clear, concise editorial that explains and adds insight to the data...."
389,National Opinion Research Center (NORC),Statistician,Chicago%2C+IL,0.0,Knowledge of quantitative methods of social science data analysis. Knowledge of weighting of various sampling and data collection designs....
390,University of Chicago,Scientific Support Analyst,Chicago%2C+IL,0.0,The Genomic Data Commons (GDC) is a comprehensive computational facility to centralize and harmonize cancer genomic data generated from NCI-funded programs....
391,Medix,Scientist,Chicago%2C+IL,0.0,Follows Project Checklist and works with Study Director/Principal Investigator to ensure that the raw data file is complete for the study....
392,Widex,Research Scientist / Audiologist,Chicago%2C+IL,0.0,"Prepare and test set-up, collect data, help in data reduction and analysis and report write-up. RESEARCH AUDIOLOGIST / RESEARCH SCIENTIST...."
393,National Opinion Research Center (NORC),Research Analyst - Health Care Research,Chicago%2C+IL,0.0,Developing instrumentation for quantitative or qualitative data collection; Quantitative analysis experience including working knowledge of SAS (or other...
394,OtterBase,Market Research Analyst,Chicago%2C+IL,0.0,"Gather information on current business challenges in order to inform research projects, define data sources or methodology required to collect and analyze data...."
395,Marquette Associates Inc,Research Analyst,Chicago%2C+IL,0.0,Summary: The role of the Research Analyst is to conduct macroeconomic research and investment manager due diligence on alternative investments. The duties
396,Northwestern University,Senior Statistical Analyst,Chicago%2C+IL,0.0,"Designs and prepares documentation for data management and/or data analyses. Designs and writes programs for data entry, data editing, data management, periodic..."
397,Harrison Street Real Estate Capital,Research Analyst,Chicago%2C+IL,0.0,Author or assist in quarterly research reports for each Harrison Street sector providing current performance data and the Harrison Street investment outlook for...
398,University of Chicago,Research Data Analyst,Chicago%2C+IL,0.0,Experience providing analysis of data including longitudinal data. Develops and maintains quality controls for primary data collection....
399,Next Step Systems,Quantitative Research Analyst,Chicago%2C+IL,0.0,"Job Description Keywords: Chicago IL Jobs, Quantitative Research Analyst, C++, Strong Mathematical Skills, Chicago Recruiters, Information Technology Jobs,"
400,"Technomic, Inc.",Research Analyst (Data & Analytics),Chicago%2C+IL,0.0,"Runs data quality checks on surveys and online data platforms. The Research Analyst supports the data & analytics team in survey programming, running data..."
401,Northwestern University,Temporary - Part-time Research Analyst,Chicago%2C+IL,0.0,Position: Temporary Part-time Research Analyst Hours: This is a part-time position ( 15 hours per week/ M-F) Pay: $15.00 per hour Campus: Evanston
402,Morningstar,Manager Research Analyst,Chicago%2C+IL,0.0,"The Research group also provides data on hundreds of thousands of investment offerings, including stocks, mutual funds, and similar vehicles, along with real..."
403,University of Chicago,Staff Scientist - Shuman Lab,Chicago%2C+IL,0.0,"Staff Scientist - Shuman Lab:. Prepares presentation materials derived from experiments and data analysis. Plans, executes, facilitates and promotes advanced..."
404,"Investment Consulting Services, LLC","analyst, manager research,client reporting",Chicago%2C+IL,0.0,"Boutique Institutional consulting firm, primarily working with Taft-Hartley Trust is seeking a CFA/CFA candidate with client service and report generation"
405,Northwestern University,Research Data Analyst,Chicago%2C+IL,0.0,Completes data cleaning and organizes data files for analysis. Performs data analysis using statistical techniques....
406,GinasTechJobs.com,Junior Quantitative Research Analyst,Chicago%2C+IL,0.0,Quantitative Research Analyst Looking for candidates from top tier computer science universities with a strong GPA. Bachelor’s and/or Master’s degree from a
407,Smith Hanley Associates,Statistical Analyst,Chicago%2C+IL,0.0,Analyze and mine large data sets as well as perform data management and data visualization tasks. Partner with cross-functional teams and drive data driven...
408,Northwestern University,Research Data Analyst Associate,Chicago%2C+IL,0.0,"Completes data cleaning and organizes data files for analysis. Analytical skills including critical thinking, data mining, data modeling, decision making, and..."
409,University of Chicago,Staff Scientist,Chicago%2C+IL,0.0,"Knowledge of computational tools for analysis and visual presentation of next generation sequencing data, major microarrays platforms and proteomics data..."
410,Next Step Systems,Junior Quantitative Research Analyst,Chicago%2C+IL,0.0,"Analyze financial market data to identify patterns and potential problems. Chicago IL Jobs, Junior Quantitative Research Analyst, C++, Math, Financial, Chicago..."
411,"Vail Systems, Inc.",Senior Speech Scientist,Chicago%2C+IL,0.0,"Senior Speech Scientist. We are actively recruiting for a senior speech scientist to work on directed dialog, conversational speech and natural language..."
412,TMP WORLDWIDE,Digital Media Strategist,Chicago%2C+IL,0.0,"The Digital Media Strategist bridges the gap between data and meaning. Critical thinker who can present complex concepts, media recommendations and data results..."
413,Marquette Associates Inc,Research Data Analyst,Chicago%2C+IL,0.0,"Collecting and analyzing data from the appropriate resources to construct original firm research. Creating weekly market updates for firm use, including..."
414,"Technical Options, Inc",Quantitative Analyst,Chicago%2C+IL,0.0,Quantitative Analyst- Investment Management close Location – Chicago Seeking a Quantitative Analyst to join a small team of world class and experienced
415,American Dental Association,Research Scientist,Chicago%2C+IL,0.0,Data analysis experience based on statistical software. Understand the needs of the ADA members and translate their expectations to hypothesis that will support...
416,Mintel,Research Analyst - Lifestyle & Leisure,Chicago%2C+IL,0.0,"Commercially driven with a talent for seeing the patterns behind data, and understanding what these patterns mean from a business standpoint...."
417,Empowered Staffing,Marketing Analyst | Digital & Quantitative,Chicago%2C+IL,0.0,"We are looking for the Excel Guru, Data Lover who believes marketing is all about the MROI! Currently we are working with one of Chicago's coolest Ad Agencies..."
418,TMP,Digital Media Strategist,Chicago%2C+IL,0.0,"The Digital Media Strategist bridges the gap between data and meaning. Critical thinker who can present complex concepts, media recommendations and data results..."
419,PepsiCo,Associate Principal Scientist - Toxicology,Chicago%2C+IL,0.0,Demonstrated ability to interpret wide-ranging types of scientific data and to communicate clearly and concisely with detailed knowledge as required for...
420,Northwestern University,Research Technologist 3,Chicago%2C+IL,0.0,"The candidate will conduct experimental tests/procedures and process/analyzes data. Observes experiments, collects, records, summarizes, analyzes and interprets..."
421,Pearson,Senior Statistical Analyst (Chicago),Chicago%2C+IL,0.0,+ Ensure quality of data files. + Experience with large data management sets. + Conduct data processing and analysis to support statistical or psychometric...
422,Walgreens,Consumer Research Analyst,Chicago%2C+IL,0.0,Maintains a repository of data and analysis associated with each initiative; This is a very exciting time at Walgreens....
423,Cushman & Wakefield,Senior Research Analyst,Chicago%2C+IL,0.0,PRINCIPAL RESPONSIBILITIES - •Manage and contribute to the coordination and production locally of national and corporate client requests•Oversee and direct...
424,IRI,Media Operations Analyst,Chicago%2C+IL,0.0,"Collaborate with sales, client delivery, data ingest, and IRI data scientists to insure the smooth execution of campaign projects. Big Data is in our DNA...."
425,"Vizient, Inc.",Sr. Analyst- Economic Research,Chicago%2C+IL,0.0,Interacting with internal and external clients to understand data. Confidence when consulting with and interpreting data for internal and external customers....
426,C&L Group,Statistical Data Analyst,Chicago%2C+IL,0.0,"Statistical Data Analyst. Concepts of data modeling should be clear. "" Strong data analysis/quantitative/technical aptitude with ability to quickly learn new..."
427,Adler Planetarium,Individual & Major Gifts Intern,Chicago%2C+IL,0.0,Capture and maintain accurate donor data in Raiser’s Edge database. We aren't looking for actual rocket scientists -- we have plenty of those -- but we are...
428,Accountemps,Equity Research Analyst- Japanese Fluent,Chicago%2C+IL,0.0,"An established asset management firm is looking for equity research analyst who is fluent in Japanese. This ideal candidate has an interest in research, or at"
429,GinasTechJobs.com,Quantitative Research Analyst,Chicago%2C+IL,0.0,Quantitative Research Analyst Looking for candidates from top tier computer science universities with a strong GPA. Bachelor’s and/or Master’s degree from a
430,"Pinpoint Pharma, LLC",Stability Scientist,Chicago%2C+IL,0.0,"Facilitates external requests for stability protocols, data, and summaries. The Stability Coordinator is a scientific quality assurance position which reports..."
431,General Dynamics Information Technology,Principal Statistician,Chicago%2C+IL,0.0,Plans data collection; Adjusts and weighs raw data; And interprets a wide variety of survey data. And analyzes and interprets statistical data from surveys;...
432,"Jet Support Services, Inc.",Research Analyst,Chicago%2C+IL,0.0,Research cost comparisons – actual vs data base pricing. Maintain the data base used for airframe and engine rate calculations. JSSI Job Posting*....
433,Grubhub,Quantitative Insights Analyst,Chicago%2C+IL,0.0,"Run SQL queries to connect survey data to user data (order history, geography, etc.). Comfortable merging qualitative insights with quantitative data...."
434,Ipsos North America,Connect - Research Analyst,Chicago%2C+IL,0.0,"Perform data verification. Liaising with our internal data collection teams, coding & data processing teams...."
435,Ann & Robert Lurie Children's Hospital of Chicago,Research Associate III - Pediatrics Pulmonary,Chicago%2C+IL,0.0,"Collaborates with Scientists in the preparation of manuscripts. Maintains accurate research records, and presents data in group settings...."
436,National Opinion Research Center (NORC),Research Analyst - Health Informatics,Chicago%2C+IL,0.0,Analyzing data collected during pretests and main components of studies in accordance with professional standards;...
437,Modis,Statistical Data Analyst // Exciting Long-term Contract in N...,Chicago%2C+IL,0.0,"SQL background to extract data. Producing formal reports to collect data on monthly, quarterly and annual trends...."
438,Millward Brown,Market Research Associate Client Analyst,Chicago%2C+IL,0.0,"Our Associate Client Analysts will design questionnaires, pull data, write reports, and understand how to tell a story from data...."
439,Northwestern University,Senior Director Finance Administration & Data Analysis,Chicago%2C+IL,0.0,"Interprets institutional data, e.g., enrollment, retention, transfer, alumni, academic assessment and other related data;..."
440,Winsby Inc,Market Research Analyst,Chicago%2C+IL,0.0,"Winsby Inc, a B2B marketing firm in downtown Chicago, is looking for someone to join their research analyst/list management team. In this position you’ll"
441,CNA Insurance,Claim Analytics Consultant,Chicago%2C+IL,0.0,We are looking for motivated and intellectually curious Data Scientists to join our growing team. Exciting opportunity to explore a rich variety of data sources...
442,American Dental Association,"Manager, Evidence-Based",Chicago%2C+IL,0.0,"Minimum of 5 years’ experience analyzing and interpreting scientific data; Ability to present technical, scientific information in language that is clear and..."
443,University of Chicago,Research Analyst I,Chicago%2C+IL,0.0,"Support the work of senior Consortium researchers with the design and implementation of quantitative research, including assisting with data collection,..."
444,Ipsos North America,Loyalty - Research Analyst (Entry-Level),Chicago%2C+IL,0.0,"Find new spins on data visualization, attend and learn at the presentation stage. The ideal candidate is a business-minded individual who is interested in and..."
445,Kraft Heinz Company,Meat Scientist,Chicago%2C+IL,0.0,"This includes understanding the business need, designing and executing tests, analyzing data, drawing conclusions, documenting, communicating results, and..."
446,Mathematica Policy Research,Statistical Assistant,Chicago%2C+IL,0.0,"As key members of the Data Science and Statistics department at Mathematica, assistants support all statistical activities including survey sampling, data..."
447,Sustainment & Restoration Services,Environmental Scientist,Chicago%2C+IL,0.0,"Provide data management of site sampling results. SRS has immediate openings in Chicago, IL for entry and mid-level scientists, engineers and sample technicians..."
448,Cook County Health & Hospitals System,MEDICAL TECHNOLOGIST II,Chicago%2C+IL,0.0,(Clinical Laboratory Scientist) or. Prior experience managing and maintain records and data in a laboratory information system....
449,Allstate Insurance,Machine Learning Engineer - Connected Car,Chicago%2C+IL,0.0,"We work collaboratively with both ‘product teams’ and data scientists in support of Allstate business goals. As a talented and bold engineer, you love to code,..."
450,Euromonitor International,Research Associate/Analyst Services & Payments - Chicago,Chicago%2C+IL,0.0,"Client-facing responsibilities, which may include assisting client use and understanding of published data and reports, responding directly to clients regarding..."
451,Collins Consulting Inc,Associate Scientist II,Chicago%2C+IL,0.0,"Design experiments and testing schemes, analyze data, write protocols and reports and present results to a cross-functional team...."
452,Ipsos North America,Connect - Senior Research Analyst,Chicago%2C+IL,0.0,"At Ipsos, we make market research work. We know numbers. We understand people. And we succeed in delivering results. That’s why so many of the world’s leading"
453,Aon,Analyst-Real Estate Manager Research,Chicago%2C+IL,0.0,Market and sector data collection and analysis. Asset and fund level performance data analyses and comparisons. Analyst-Real Estate Manager Research....
454,Marquette Associates Inc,Senior Research Analyst,Chicago%2C+IL,0.0,"Summary The role of the Senior Research Analyst is to conduct investment manager due diligence on investment manager products. The duties include, but are not"
455,CBRE,Research Analyst - Chicago,Chicago%2C+IL,0.0,Ability to handle and manipulate large amounts of data. Reviews and evaluates data results collected by themselves and others within the research team to ensure...
456,National Opinion Research Center (NORC),Research Scientist - Health Informatics,Chicago%2C+IL,0.0,Analyzing data collected during pretests and main components of studies in accordance with professional standards;...
457,Covance,Technician (Cardiovascular),Chicago%2C+IL,0.0,"In addition, they are responsible for the proper set up of computerized data acquisition systems prior to collection of study data...."
458,"Metabyte, Inc.",Scientist,Chicago%2C+IL,0.0,"Design experiments and testing schemes, analyze data, write protocols and reports and present results to a cross-functional team. Des Plaines, IL*...."
459,"ACGT, Inc.",Bioinformatics Analyst,Chicago%2C+IL,0.0,"Develop, improve, modify, and operate data analysis pipelines. Seeks an enthusiastic and experienced bioinformatics scientist who is comfortable with large data..."
460,Knowles,"Research Scientist, Modeling Intern",Chicago%2C+IL,0.0,Curve-fit network models to acquired data. The models are created in Mathematica by curve fitting a network model to measured performance data....
461,GE Healthcare,Biomolecular Imaging Sales Specialist,Chicago%2C+IL,0.0,"Minimum 3 years of post-Bachelor’s experience as a Sales Specialist, Account Manager, FAS, Technical Specialist, or Research Scientist...."
462,ADP,IT Operations Control Specialist I,Chicago%2C+IL,0.0,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and..."
463,Encore Software Services.,Statistical Analyst,Chicago%2C+IL,0.0,Experience with health care data preferred. Minimum 3 years’ experience in financial analysis or other data analysis role....
464,The Davey Tree Expert Co,Geospatial Analyst,Chicago%2C+IL,0.0,Ability to manage data holdings in an organized structure and obtain useful data sets. Analyze data requests and design appropriate solutions....
465,Northwestern Medicine,Developer (NU),Chicago%2C+IL,0.0,"Designs databases and data structures. Experience with support of researchers and scientists. Critical thinking, database design/ data structure, Debugging,..."
466,Ipsos North America,Loyalty - Market Research Manager 2 to 3+ years experience,Chicago%2C+IL,0.0,"You love, love, love playing with data. The ideal candidate is a business-minded individual who is interested in and intrigued by integrating data and research..."
467,University of Chicago,IT Programmer 1,Chicago%2C+IL,0.0,"Experience with large-scale an geospatial data management especially NetCDF (NCO, CDO, etc.). Aid in the dissemination of outputs through publication,..."
468,"The Vertex Companies, LLC.",Environmental Scientist,Chicago%2C+IL,0.0,Analyze laboratory and engineering data. Due Diligence Environmental Services....
469,Weiss Properties Inc,Real Estate Investment Research Analyst Intern,Chicago%2C+IL,0.0,We are an incredibly entrepreneurial commercial & residential investment and property management group that is seeking an intern to assist us in research and
470,The Marketing Store,Insights Analyst / Sr. Insights Analyst - Chicago,Chicago%2C+IL,0.0,"Experience cleansing, manipulating, and transforming data. Create dashboards and visualizations of processed data...."
471,Northwestern Medicine,Application Analyst - Research,Chicago%2C+IL,0.0,"General Skills, Demonstrates proficient competence for assigned services and systems while grasping the integration and interaction of all supported services"
472,Northwestern University,Developer,Chicago%2C+IL,0.0,"Designs databases and data structures. Experience with support of researchers and scientists. Critical thinking, database design/ data structure, Debugging,..."
473,University of Chicago,Senior Bioinformatician,Chicago%2C+IL,0.0,The Bioinformatician will perform data processing and quality control for genetic and genomic data. The Bioinformatician will download and organize data...
474,The Boston Consulting Group,Senior Knowledge Analyst - GeoAnalytics,Chicago%2C+IL,0.0,"Data modeling, data integrity QA/QC, database administration). GeoAnalysts, together with Data Engineers, Data Scientists, Scientific Modelers and Scientific..."
475,Northwestern University,"Manager, Nuclear Imaging",Chicago%2C+IL,0.0,"He/she will be responsible for research safety, training, archiving imaging data, maintenance and quality control for nuclear medicine scanners...."
476,Integrated Resources Inc,Scientist,Chicago%2C+IL,0.0,Responsible for identifying and trending data. Assume responsibility for the primary scientist lead at the site....
477,Jamison Professional Services Inc,"Biological Aide (Fisheries) II - Hammond, OR",Chicago%2C+IL,0.0,"Performs as an assistant to Fishery Biologists and other scientists. For example, PIT tagging fish, performing routine fish rearing duties at fish hatcheries,..."
478,World Relief,Prospect Research Analyst,Chicago%2C+IL,0.0,"Create and update records in the Raiser’s Edge database following established data standards. Conduct research, collect and analyze relevant donor and financial..."
479,eSpark,Senior Accountant,Chicago%2C+IL,0.0,"The opportunity to work on a passionate team of experienced teachers, engineers, designers, and data scientists...."
480,GfK,Market Research Analyst (Consumer Trends) (16-0100),Chicago%2C+IL,0.0,Quality control data. Respond to fast-turnaround client data requests and inquiries. Use a variety of tools to run cross-tabs and interpret the data for...
481,Planet Pharma,Biostatistician (Nutritional Clinical Trials),Chicago%2C+IL,0.0,"This position works with Data Management to assure integrity of data during data capture and transfer, and is responsible for assuring quality standards of..."
482,"GfK, Market Opportunities and Innovation (MOI)",Market Research Analyst (Consumer Trends),Chicago%2C+IL,0.0,Quality control data. Respond to fast-turnaround client data requests and inquiries. Use a variety of tools to run cross-tabs and interpret the data for...
483,ARCADIS,Project Controls Analyst,Chicago%2C+IL,0.0,Tracks projects in the accounting system and handles verification that data is in compliance with contract requirements....
484,C R Research Services,Sr. Quantitative Research Analyst,Chicago%2C+IL,0.0,"Presentation set-up, data posting, data analysis and editorial write-up. Field coordination, survey programming, quality control, data processing, and report..."
485,Nokia Siemens Networks,MN AMS Small Cells Operations Intern,Chicago%2C+IL,0.0,"Experience in the analysis and presentation of test data. Serving customers in over 100 countries, our research scientists and engineers continue to invent and..."
486,"WIDEX USA, INC.",Research Scientist / Audiologist,Chicago%2C+IL,0.0,"Prepare and test set-up, collect data, help in data. (ORCA-USA) in Lisle IL USA is looking for a Research Scientist. RESEARCH AUDIOLOGIST / RESEARCH...."
487,University of Chicago,Research Associate (open rank),Chicago%2C+IL,0.0,"Longitudinal data analysis, survival analysis, research design (clinical and population based), clinical trials, functional data analysis, signal processing,..."
488,NRDC,Litigation Assistant,Chicago%2C+IL,0.0,"Superior editing, research, and data synthesis skills. NRDC has more than four hundred advocates (lawyers, scientists, legislative experts, and others) and..."
489,Millward Brown,Market Research Analyst,Chicago%2C+IL,0.0,"Data Fluency—Strong experience with data analysis, interpretation, presentation, and delivery. Deliver insights from survey data that impact the success of your..."
490,Health Care Incentives Improvement Institute (HCI3...,Researcher Statistician/R Developer - Remote,Chicago%2C+IL,0.0,We have developed a proprietary method for analyzing healthcare claims data that is used by multiple stakeholders in the industry....
491,National Safety Council,Senior Survey Research Analyst,Chicago%2C+IL,0.0,"Analyzes and interprets survey data. Minimum 5 years of work experience that demonstrates familiarity with analysis of statistical data, report writing and..."
492,Precision For Value,Senior Account Executive - Medical Communications Job,Chicago%2C+IL,0.0,"At Precision, you will collaborate with teams that include former payers, data scientists, health economists, marketing strategists, and promotional..."
493,Northwestern University,Postdoctoral Researcher,Chicago%2C+IL,0.0,"The position will be part of an existing collaborative environment including basic scientists, engineers, and physicians...."
